time,source,sink
0,23.6,23.5
1,23.7,23.4
2,23.7,23.5
3,23.7,23.5
4,23.9,23.5
5,24,23.5
6,24,23.5
7,24.2,23.5
8,24.4,23.5
9,24.4,23.5
10,24.7,23.5
11,24.8,23.6
12,24.9,23.6
13,25.1,23.6
14,25.3,23.6
15,25.5,23.5
16,25.7,23.6
17,25.9,23.6
18,25.9,23.6
19,26.3,23.6
20,26.4,23.6
21,26.5,23.7
22,26.7,23.7
23,27,23.6
24,27.1,23.6
25,27.3,23.6
26,27.5,23.6
27,27.8,23.7
28,28,23.6
29,28.2,23.6
30,28.3,23.6
31,28.4,23.6
32,28.8,23.6
33,29,23.6
34,29.1,23.6
35,29.4,23.7
36,29.6,23.7
37,29.7,23.6
38,29.9,23.6
39,30.2,23.6
40,30.3,23.6
41,30.5,23.7
42,30.8,23.6
43,30.9,23.7
44,31.2,23.7
45,31.5,23.6
46,31.6,23.7
47,31.8,23.7
48,32.1,23.6
49,32.3,23.6
50,32.4,23.6
51,32.7,23.7
52,32.9,23.6
53,33,23.7
54,33.2,23.7
55,33.4,23.6
56,33.6,23.7
57,33.7,23.7
58,34.1,23.7
59,34.2,23.7
60,34.4,23.7
61,34.7,23.7
62,34.8,23.7
63,34.9,23.7
64,35.2,23.7
65,35.4,23.7
66,35.5,23.7
67,35.8,23.7
68,36,23.7
69,36.1,23.8
70,36.3,23.7
71,36.6,23.8
72,36.7,23.7
73,36.8,23.8
74,37.1,23.8
75,37.2,23.8
76,37.4,23.7
77,37.7,23.7
78,37.8,23.7
79,38,23.7
80,38.3,23.8
81,38.4,23.7
82,38.5,23.8
83,38.6,23.8
84,38.9,23.7
85,39,23.7
86,39.1,23.7
87,39.5,23.8
88,39.7,23.8
89,39.9,23.8
90,40.2,23.8
91,40.4,23.8
92,40.5,23.8
93,40.7,23.8
94,41,23.8
95,41.1,23.9
96,41.3,23.9
97,41.6,23.9
98,41.7,23.9
99,41.8,23.9
100,42.1,23.8
101,42.2,23.9
102,42.4,23.9
103,42.5,24
104,42.8,23.9
105,43,24
106,43.2,24
107,43.4,24
108,43.5,24
109,43.6,24
110,43.9,24
111,44,24
112,44.2,24
113,44.3,24.1
114,44.5,24
115,44.7,24
116,44.8,24
117,45.1,24.1
118,45.3,24
119,45.3,24
120,45.6,24
121,45.6,24.1
122,45.8,24
123,46,24
124,46.1,24.1
125,46.2,24.1
126,46.4,24.1
127,46.7,24.1
128,46.8,24.1
129,46.9,24.1
130,47.1,24.1
131,47.3,24.1
132,47.4,24.1
133,47.6,24
134,47.8,24.1
135,48,24.1
136,48.1,24.1
137,48.4,24.1
138,48.6,24.1
139,48.7,24.1
140,48.9,24.1
141,49,24.1
142,49.2,24.1
143,49.4,24.2
144,49.5,24.2
145,49.6,24.2
146,49.8,24.1
147,50,24.2
148,50.1,24.2
149,50.2,24.2
150,50.5,24.2
151,50.6,24.2
152,50.7,24.2
153,51,24.2
154,51.2,24.2
155,51.3,24.2
156,51.5,24.3
157,51.6,24.3
158,51.8,24.3
159,52.1,24.2
160,52.2,24.2
161,52.3,24.3
162,52.3,24.3
163,52.4,24.3
164,52.6,24.3
165,52.8,24.3
166,53,24.4
167,53.1,24.4
168,53.2,24.4
169,53.5,24.4
170,53.6,24.4
171,53.7,24.5
172,54,24.4
173,54.1,24.4
174,54.2,24.4
175,54.4,24.4
176,54.4,24.5
177,54.5,24.5
178,54.8,24.4
179,54.9,24.4
180,55,24.4
181,55,24.4
182,55.3,24.5
183,55.4,24.5
184,55.5,24.5
185,55.8,24.6
186,55.9,24.5
187,56,24.5
188,56.2,24.5
189,56.3,24.5
190,56.5,24.6
191,56.7,24.5
192,56.8,24.6
193,57,24.6
194,57.2,24.6
195,57.2,24.6
196,57.3,24.6
197,57.4,24.7
198,57.8,24.6
199,57.9,24.7
200,58,24.7
201,58.3,24.7
202,58.4,24.7
203,58.5,24.7
204,58.6,24.7
205,58.8,24.8
206,58.8,24.7
207,59,24.7
208,59,24.8
209,59.1,24.7
210,59.3,24.7
211,59.3,24.7
212,59.5,24.7
213,59.6,24.7
214,59.9,24.8
215,60.1,24.8
216,60.2,24.8
217,60.5,24.8
218,60.7,24.8
219,60.9,24.8
220,61.1,24.8
221,61.2,24.9
222,61.2,24.8
223,61.3,24.8
224,61.4,24.9
225,61.4,24.8
226,61.5,24.8
227,61.9,24.9
228,62,24.8
229,62.1,24.8
230,62.4,24.8
231,62.4,24.9
232,62.4,25
233,62.5,24.9
234,62.6,25
235,62.7,25
236,62.9,25
237,63.2,25
238,63.3,25
239,63.6,25
240,63.7,25
241,64,25
242,63.9,25
243,63.7,25
244,64,25
245,64,25.1
246,64.1,25.1
247,64.5,25.1
248,64.5,25.1
249,64.6,25.1
250,64.8,25.1
251,64.9,25.2
252,64.9,25.2
253,64.9,25.1
254,65,25.2
255,65.1,25.2
256,65.2,25.2
257,65.3,25.2
258,65.3,25.2
259,65.4,25.2
260,65.5,25.2
261,65.8,25.2
262,65.9,25.2
263,65.9,25.2
264,66.1,25.2
265,66.2,25.2
266,66.2,25.2
267,66.2,25.1
268,66.4,25.1
269,66.6,25.2
270,66.6,25.2
271,66.8,25.2
272,67.2,25.3
273,67.3,25.3
274,67.4,25.3
275,67.7,25.4
276,67.8,25.4
277,67.7,25.4
278,67.9,25.4
279,68,25.4
280,68.1,25.3
281,68.2,25.4
282,68.3,25.4
283,68.3,25.4
284,68.5,25.5
285,68.5,25.4
286,68.6,25.4
287,68.8,25.4
288,68.9,25.4
289,69.1,25.4
290,69.2,25.4
291,69.2,25.4
292,69.4,25.5
293,69.5,25.5
294,69.5,25.5
295,69.6,25.5
296,69.7,25.6
297,69.6,25.7
298,69.7,25.6
299,69.9,25.7
300,69.8,25.7
301,69.9,25.6
302,70.1,25.7
303,70.2,25.7
304,70.3,25.8
305,70.4,25.7
306,70.6,25.7
307,70.8,25.7
308,70.9,25.7
309,71.1,25.8
310,71,25.9
311,71.1,25.8
312,71.3,25.8
313,71.5,25.8
314,71.6,25.8
315,71.8,25.8
316,72,25.9
317,72.1,25.9
318,72.2,25.9
319,72.3,25.9
320,72.4,26
321,72.5,26
322,72.7,26
323,72.5,25.9
324,72.5,26
325,72.6,26
326,72.8,25.9
327,72.9,26
328,73,26
329,73,26.1
330,73.2,26.1
331,73.3,26.1
332,73.5,26.1
333,73.6,26.1
334,73.6,26.1
335,73.8,26
336,74,26.1
337,74,26.2
338,74,26.2
339,74.1,26.2
340,74.3,26.2
341,74.3,26.2
342,74.2,26.3
343,74.4,26.3
344,74.5,26.2
345,74.6,26.2
346,74.7,26.2
347,74.8,26.2
348,74.8,26.3
349,74.8,26.2
350,75,26.2
351,75.1,26.2
352,75.2,26.2
353,75.4,26.2
354,75.5,26.3
355,75.6,26.3
356,75.6,26.3
357,75.8,26.3
358,75.9,26.3
359,76.1,26.3
360,76.3,26.3
361,76.2,26.4
362,76.1,26.3
363,76.1,26.3
364,76.4,26.3
365,76.5,26.2
366,76.7,26.2
367,77,26.3
368,77.1,26.2
369,77.2,26.2
370,77.3,26.2
371,77.5,26.4
372,77.6,26.3
373,77.7,26.4
374,77.7,26.5
375,77.8,26.5
376,77.9,26.5
377,78.1,26.6
378,78,26.7
379,78,26.8
380,78,26.7
381,77.9,26.7
382,78,26.7
383,78,26.7
384,78.1,26.6
385,78.2,26.7
386,78.3,26.7
387,78.4,26.8
388,78.4,26.8
389,78.5,26.8
390,78.6,26.8
391,78.8,26.8
392,78.7,26.7
393,78.7,26.7
394,78.8,26.7
395,79.1,26.7
396,79.2,26.6
397,79.3,26.6
398,79.6,26.7
399,79.5,26.6
400,79.5,26.7
401,79.7,26.7
402,79.8,26.8
403,79.9,26.8
404,79.9,26.7
405,79.9,26.8
406,80.1,26.8
407,80.3,26.8
408,80.3,26.8
409,80.4,26.9
410,80.5,26.9
411,80.5,26.9
412,80.7,26.9
413,80.8,26.9
414,81,26.9
415,81,26.9
416,81.1,27
417,81,27
418,81.1,27
419,81.3,27
420,81.3,27
421,81.2,27
422,81.2,27
423,81.2,27
424,81.2,27
425,81.3,27
426,81.5,26.9
427,81.6,26.9
428,81.7,26.9
429,81.8,27
430,81.7,26.9
431,81.7,27
432,81.8,27
433,81.9,27
434,81.9,27.1
435,82,27.1
436,82.2,27.2
437,82.3,27.2
438,82.5,27.2
439,82.7,27.3
440,82.8,27.3
441,82.8,27.3
442,82.9,27.3
443,82.8,27.3
444,82.9,27.3
445,82.9,27.3
446,83.1,27.3
447,83.2,27.4
448,83.3,27.4
449,83.3,27.4
450,83.5,27.3
451,83.6,27.4
452,83.5,27.3
453,83.6,27.5
454,83.9,27.4
455,83.9,27.4
456,84.3,27.6
457,84.4,27.6
458,84.4,27.7
459,84.2,27.7
460,84.2,27.6
461,84.2,27.7
462,84.2,27.6
463,84.4,27.6
464,84.4,27.6
465,84.5,27.6
466,84.6,27.6
467,84.7,27.6
468,84.7,27.6
469,84.5,27.6
470,84.5,27.6
471,84.5,27.6
472,84.6,27.6
473,85,27.6
474,85.1,27.7
475,85.2,27.7
476,85.5,27.7
477,85.4,27.7
478,85.4,27.8
479,85.5,27.7
480,85.6,27.6
481,85.4,27.6
482,85.6,27.7
483,85.8,27.7
484,85.8,27.8
485,85.9,27.8
486,86.1,27.8
487,86,27.8
488,86.1,27.8
489,86.1,27.8
490,86.2,27.8
491,86.3,27.8
492,86.3,27.8
493,86.3,27.8
494,86.4,27.8
495,86.4,27.8
496,86.5,27.9
497,86.6,27.9
498,86.7,27.9
499,86.8,27.9
500,86.9,27.9
501,87,27.9
502,86.9,27.9
503,86.9,28
504,86.8,28.1
505,87,28
506,87.2,28.1
507,87.1,28.1
508,87.1,28.2
509,87.1,28.2
510,87.2,28.2
511,87.1,28.1
512,87.1,28.1
513,87.2,28.1
514,87.3,28
515,87.6,28
516,87.7,28
517,87.8,28
518,87.8,28.1
519,87.9,28.1
520,88,28.2
521,88.1,28.2
522,88.1,28.2
523,88.1,28.2
524,88.3,28.2
525,88.2,28.2
526,88.1,28.2
527,88.2,28.3
528,88.2,28.3
529,88.3,28.4
530,88.4,28.4
531,88.5,28.4
532,88.5,28.4
533,88.6,28.4
534,88.6,28.4
535,88.7,28.5
536,88.8,28.5
537,88.9,28.5
538,89,28.5
539,89,28.5
540,89.1,28.5
541,89.2,28.5
542,89.2,28.5
543,89.2,28.5
544,89.3,28.5
545,89.3,28.5
546,89.4,28.5
547,89.3,28.5
548,89.3,28.5
549,89.4,28.4
550,89.4,28.5
551,89.5,28.5
552,89.5,28.6
553,89.6,28.6
554,89.7,28.5
555,90,28.5
556,90.1,28.5
557,90.2,28.5
558,90.1,28.5
559,90,28.5
560,90,28.6
561,90.1,28.7
562,90.2,28.7
563,90.3,28.7
564,90.4,28.7
565,90.5,28.7
566,90.7,28.7
567,90.7,28.8
568,90.8,28.8
569,90.9,28.8
570,90.9,28.7
571,91.1,28.7
572,91,28.6
573,91,28.8
574,91,28.7
575,91.1,28.8
576,91.1,28.9
577,91.2,28.9
578,91.2,28.8
579,91.2,28.8
580,91.2,28.9
581,91.1,28.9
582,91,28.8
583,91.2,28.7
584,91.1,28.7
585,91.4,28.7
586,91.6,28.8
587,91.5,28.8
588,91.5,28.8
589,91.7,28.9
590,91.7,28.9
591,91.7,28.9
592,91.8,29
593,91.7,28.9
594,91.6,28.9
595,91.7,28.9
596,91.7,29
597,91.8,28.9
598,91.7,28.9
599,91.9,28.9
600,92.2,29
601,92.4,29.1
602,92.3,29
603,92.5,29.1
604,92.5,29.1
605,92.5,29
606,92.3,29
607,92.4,29
608,92.4,29.1
609,92.6,29.1
610,92.7,29.1
611,92.5,29.2
612,92.7,29.2
613,93.1,29.1
614,93.3,29.1
615,93.3,29.2
616,93.3,29.2
617,93.3,29.3
618,93.4,29.3
619,93.5,29.4
620,93.4,29.3
621,93.4,29.3
622,93.1,29.2
623,93.1,29.2
624,93.3,29.1
625,93.4,29.1
626,93.6,29.1
627,93.7,29.2
628,93.8,29.1
629,93.9,29.2
630,94,29.3
631,94,29.4
632,94.1,29.5
633,93.5,29.5
634,93.7,29.7
635,93.8,29.7
636,93.8,29.7
637,93.8,29.6
638,93.9,29.5
639,94,29.6
640,93.6,29.6
641,93.6,29.7
642,93.7,29.7
643,93.8,29.7
644,94,29.7
645,93.9,29.6
646,94,29.4
647,94.6,29.4
648,94.6,29.3
649,94.4,29.2
650,94.4,29.3
651,94.5,29.5
652,94.3,29.4
653,94.6,29.4
654,94.8,29.3
655,94.8,29.4
656,94.8,29.5
657,94.7,29.5
658,94.6,29.5
659,94.6,29.6
660,94.8,29.7
661,94.8,29.6
662,94.7,29.6
663,94.9,29.7
664,95.1,29.7
665,95.1,29.7
666,95.2,29.7
667,95.2,29.8
668,95.1,29.9
669,95.2,29.8
670,95.1,29.9
671,95,29.9
672,95.1,29.8
673,95,29.9
674,94.7,29.9
675,94.7,30
676,94.9,29.9
677,95,29.8
678,95.1,29.8
679,95.2,29.8
680,95.3,29.8
681,95.6,29.8
682,95.7,29.8
683,95.6,29.9
684,95.6,30
685,95.6,30
686,95.8,30
687,95.9,30
688,96.1,30.1
689,96.1,30
690,96.2,30
691,96.1,30
692,96.1,30.1
693,96,30.1
694,96,30.1
695,96.1,30.1
696,96.1,30.1
697,96.1,30.1
698,96.1,30.1
699,96.1,30.1
700,96.2,30.1
701,96.3,30.1
702,96.3,30.2
703,96.4,30.1
704,96.5,30.2
705,96.5,30.2
706,96.5,30.2
707,96.5,30.3
708,96.6,30.4
709,96.6,30.4
710,96.7,30.4
711,96.9,30.5
712,97,30.4
713,97.1,30.5
714,97.2,30.6
715,97.2,30.6
716,97.2,30.6
717,97.3,30.6
718,97.4,30.7
719,97.3,30.6
720,97.4,30.6
721,97.5,30.6
722,97.5,30.6
723,97.5,30.6
724,97.4,30.6
725,97.4,30.6
726,97.4,30.6
727,97.5,30.6
728,97.5,30.5
729,97.5,30.6
730,97.6,30.6
731,97.6,30.6
732,97.6,30.6
733,97.7,30.7
734,97.7,30.7
735,97.8,30.7
736,97.7,30.7
737,97.8,30.8
738,97.8,30.8
739,97.9,30.8
740,97.9,30.8
741,97.9,30.8
742,97.9,30.8
743,97.8,30.7
744,97.8,30.7
745,97.8,30.8
746,97.7,30.8
747,97.8,30.8
748,97.9,30.8
749,97.9,30.7
750,97.9,30.7
751,97.8,30.6
752,97.7,30.6
753,97.7,30.6
754,97.8,30.6
755,97.7,30.6
756,97.8,30.6
757,98.1,30.8
758,98.1,30.8
759,97.9,30.8
760,98,30.8
761,98,30.8
762,97.9,30.8
763,98.1,30.8
764,98.2,30.8
765,98.3,30.8
766,98.5,30.9
767,98.5,30.9
768,98.6,31
769,98.2,31
770,98.2,31
771,98.3,31
772,98.5,31
773,98.8,31.1
774,98.9,31.1
775,99,31.1
776,99.1,31.1
777,99.1,31.1
778,99.2,31.1
779,99.1,31.2
780,98.8,31.1
781,98.6,31.1
782,98.8,31.1
783,99.1,31.1
784,98.8,31
785,98.6,31
786,98.9,31.1
787,98.4,31.1
788,98.2,31
789,98.6,31.1
790,98.9,31.1
791,99.4,31.2
792,99.7,31.2
793,99.5,31.3
794,99.5,31.4
795,99.2,31.4
796,98.9,31.3
797,99,31.4
798,98.9,31.4
799,99.2,31.4
800,99.3,31.5
801,99.4,31.6
802,99.4,31.6
803,98.9,31.7
804,98.6,31.8
805,98.5,31.7
806,98.1,31.9
807,98.1,31.9
808,98.3,31.7
809,98.8,31.6
810,99,31.5
811,99.1,31.5
812,99.2,31.5
813,99.3,31.5
814,99.4,31.6
815,99.5,31.6
816,99.5,31.5
817,99.3,31.4
818,99.3,31.4
819,99.3,31.3
820,99.5,31.4
821,99.5,31.3
822,98.5,31.2
823,98.9,31.3
824,99.5,31.3
825,99.4,31.4
826,99.5,31.4
827,99.7,31.5
828,99.7,31.5
829,99.9,31.5
830,100.2,31.5
831,100.3,31.4
832,100.3,31.5
833,100.4,31.6
834,100.4,31.6
835,100.6,31.6
836,100.8,31.6
837,100.8,31.7
838,100.8,31.7
839,101,31.8
840,101.1,31.8
841,101.1,31.9
842,101.1,31.9
843,101,31.8
844,100.9,31.8
845,100.9,31.8
846,100.8,31.7
847,100.7,31.7
848,100.6,31.7
849,100.8,31.7
850,100.8,31.7
851,100.7,31.7
852,100.7,31.7
853,100.9,31.7
854,101,31.7
855,100.8,31.6
856,100.7,31.7
857,100.8,31.6
858,100.9,31.7
859,100.8,31.6
860,100.9,31.6
861,101,31.6
862,100.9,31.7
863,100.8,31.6
864,100.8,31.6
865,100.3,31.7
866,100.3,31.8
867,100.6,31.8
868,100.7,31.8
869,100.9,31.8
870,100.9,31.8
871,101,31.8
872,101,31.8
873,101.1,31.9
874,101.2,31.8
875,101.2,31.9
876,101.2,31.9
877,101.3,31.8
878,101.3,31.9
879,101.4,31.9
880,101.4,32
881,101.5,32
882,101.6,32.1
883,101.7,32
884,101.8,32
885,101.9,32
886,101.9,32.1
887,101.8,32.2
888,101.9,32.2
889,102,32.2
890,101.8,32.3
891,101.7,32.2
892,101.8,32.2
893,102,32.3
894,102,32.3
895,102.1,32.2
896,102.2,32.2
897,102.2,32.3
898,101.9,32.2
899,101.9,32.2
900,101.9,32.2
901,102,32.2
902,102,32.2
903,102.1,32.2
904,102.1,32.2
905,102.2,32.2
906,102.1,32.1
907,102,32.1
908,102.3,32.1
909,102.3,32.1
910,102.3,32.2
911,102.3,32.1
912,102.3,32.2
913,102.5,32.2
914,102.6,32.2
915,102.7,32.3
916,102.9,32.3
917,102.9,32.3
918,102.7,32.3
919,102.6,32.4
920,102.6,32.3
921,102.6,32.4
922,102.7,32.4
923,102.7,32.4
924,102.7,32.4
925,102.5,32.4
926,102.5,32.5
927,102.6,32.4
928,102.6,32.5
929,102.8,32.5
930,102.9,32.5
931,102.8,32.5
932,102.9,32.4
933,102.9,32.4
934,102.9,32.4
935,102.7,32.4
936,102.7,32.3
937,102.7,32.3
938,102.7,32.3
939,102.6,32.2
940,102.7,32.2
941,102.7,32.2
942,102.8,32.2
943,102.8,32.2
944,102.8,32.1
945,103,32.3
946,103.1,32.4
947,103.1,32.4
948,103,32.5
949,102.9,32.3
950,102.9,32.4
951,103.1,32.4
952,103.2,32.5
953,103.4,32.5
954,103.4,32.6
955,103.4,32.6
956,103.5,32.7
957,103.6,32.7
958,103.8,32.6
959,103.6,32.6
960,103.5,32.6
961,103.6,32.7
962,103.7,32.6
963,103.5,32.7
964,103.6,32.7
965,103.7,32.8
966,104,32.8
967,104,32.9
968,103.9,32.9
969,104,32.8
970,104.1,32.8
971,104.2,32.8
972,104.1,32.8
973,103.9,32.9
974,103.8,32.9
975,103.8,32.9
976,103.8,32.8
977,103.6,32.8
978,103.5,32.8
979,103.5,32.8
980,103.7,32.9
981,103.6,32.9
982,103.6,32.8
983,103.7,32.8
984,103.8,32.9
985,103.8,32.9
986,103.9,32.9
987,103.8,33
988,103.5,32.9
989,103.6,33
990,103.7,32.9
991,103.8,33
992,103.9,32.9
993,103.9,32.8
994,103.7,32.8
995,103.5,32.8
996,103.5,32.7
997,103.6,32.6
998,103.8,32.6
999,103.9,32.6
1000,104.1,32.5
1001,104.2,32.7
1002,104.1,32.7
1003,104.1,32.7
1004,104,32.6
1005,104.1,32.5
1006,104.2,32.5
1007,104.7,32.6
1008,104.8,32.5
1009,104.9,32.6
1010,104.9,32.7
1011,104.7,32.9
1012,104.2,33
1013,104.2,33
1014,104.3,33.3
1015,104,33.4
1016,103.8,33.4
1017,103.2,33.4
1018,103.5,33.4
1019,103.7,33.3
1020,103.6,33.3
1021,103.8,33.4
1022,104,33.3
1023,104.1,33.3
1024,104,33.3
1025,104,33.3
1026,104.2,33.3
1027,104.3,33.3
1028,104.3,33.2
1029,104.2,33.3
1030,103.9,33.4
1031,103.9,33.4
1032,103.9,33.4
1033,103.5,33.3
1034,104,33.3
1035,104.2,33.2
1036,104.2,33.3
1037,104.3,33.2
1038,104.4,33.2
1039,104.2,33.2
1040,104.2,33.2
1041,104,33.3
1042,103.9,33.4
1043,104.1,33.4
1044,104.3,33.3
1045,104.3,33.3
1046,104.6,33.2
1047,104.3,33.2
1048,104.4,33.3
1049,104.4,33.3
1050,104.7,33.2
1051,104.6,33.2
1052,104.8,33.1
1053,104.8,33
1054,104.6,33
1055,104.7,33.1
1056,104.9,33.1
1057,105,33.1
1058,104.8,33.1
1059,104.8,33.1
1060,104.9,33.1
1061,105,33.3
1062,105.1,33.4
1063,105.1,33.5
1064,105.2,33.5
1065,105.2,33.5
1066,105.2,33.5
1067,105.2,33.6
1068,105.3,33.7
1069,105.3,33.7
1070,105.4,33.6
1071,105.5,33.7
1072,105.4,33.6
1073,105.3,33.7
1074,104.9,33.7
1075,105,33.7
1076,104.9,33.6
1077,105,33.6
1078,105.3,33.7
1079,105.3,33.7
1080,105.4,33.7
1081,105.5,33.7
1082,105.6,33.8
